8/26/2002,Compressed Data; Happy Mac Becomes an Icon of the Past,"Apple Computer has quietly dropped 'happy Mac' icon from new version of its computer operating system, replacing it with Apple logo; smiling icon has been first thing to greet Macintosh users as they start computers for 18 years; drawing (M)"
8/29/2002,IMac Envy: 2 PC's Try Going Flat,David Pogue State of the Art column on new flat-screen all-in-one PC's unveiled by Gateway and NEC; compares them to iMac's self-contained computer; photos; drawing (M)
8/22/2002,Tuneup Lets Mac Go Full Throttle,"David Pogue State of the Art column explores upgrade for Apple's Mac OS X; when new operating system was released, Mac fans were not enamored of it, but this upgrade, called Jaguar, restores speed and adds some new features; drawing (M)"
8/14/2002,Young Musicians Granted a Respite From War's Curses,"Arts in America column on Apple Hill Center for Chamber Music, converted farm in East Sullivan, NH, which, for past 30 summers, has been used as retreat for hundreds of aspiring young chamber musicians, many from war-torn regions; program's aims are to foster harmony among musicians whose homelands are at war and to give classical musicians space and time to practice; photo (M)"
8/14/2002,Companies Certify Data Today; Some Seem Quite Confused,"Top executives at nearly half companies required to do so have certified their financial statements ahead of Aug 14 deadline; many companies remain confused about their responsibilities and potential penalties; most companies are expected to file statements with Securities and Exchange Commission, and have been reviewing their figures and consulting with their lawyers for weeks; Interpublic Group of Companies announces modest earnings restatement after such review; several large companies are doing large-scale reviews of their accounting, including WorldCom, Qwest Communications International and CMS Energy, have said they will not fulfill orders; plan to file explanation of their failure to meet deadline; Tyco International says is not covered by SEC order because it is incorporated in Bermuda, but company is affected by separate provision of corporate governance law passed late last month; certifications are intended to reassure investors; among executives who have already filed with SEC are Apple Computer's Steven P Jobs, General Electric's Jeffrey R Immelt and Amazon's Jeffrey P Bezos; photos (M)"
8/10/2002,World Business Briefing: Americas,CANADA: Jobless Rate Rises; MEXICO: Apple Dumping Duties;.
9/22/2002,"Apple Lord, Michael Sussmann","Dr. Jennifer Apple Lord, a medical resident, and Michael Alan Sussmann, a specialist in tracking Internet crime, are to be married today in Boston. Rabbi Fredric S. Pomerantz is to officiate at the Boston Harbor Hotel.    The bride, 31, is known as Apple. She will continue to use her surname professionally. She is a resident in pediatrics and internal medicine at Massachusetts General Hospital and at Children's Hospital, both in Boston. She graduated from Brown University and received a medical degree from Tufts. She is a daughter of Karen T. Lord and Jay G. Lord, both of Greenfield, Mass., and a stepdaughter of Ruth S. Charney and of Matthew L. Leighton. The bride's father is a founder of and business manager at the Northeast Foundation for Children in Greenfield. It promotes an elementary-education technique that emphasizes social skills, along with academic subjects. The bride's mother is a clinical social worker in Greenfield and a staff psychotherapist in the infirmary at Deerfield Academy in Deerfield, Mass.   "
9/21/2002,ORACLE EXECUTIVE QUITS AS A DIRECTOR OF APPLE COMPUTER,"Lawrence J Ellison, founder and chief executive of Oracle Corp, resigns from Apple Computer's board of directors to devote more time to reversing Oracle's sales slump (S)"
9/8/2002,Anthropologie and Others Arrive at the Westchester Mall,"Anthropologie opens outlet at The Westchester shopping center in White Plains, NY; Apple Computer and other stores are scheduled to open (S)"
9/4/2002,Applesauce in a Pouch (for Kangaroos?),"Mad Meals of Mount Kisco New York introduces applesauce in squeezable pouches, perfect for adding to lunchbox; photo (S)"
9/3/2002,"Anime Fans Gather, Loudly and Proudly Obsessed","Several thousand anime fans attend Big Apple Anime Fest 2002, three-day animated film festival coinciding with Anime Expo New York; photos (S)"
9/5/2002,Tuning Up Mac OS X,"Ben Myers letter on August 22 article on new Mac OS X 10.2 notes that, by contrast, new Microsoft Windows versions run more slowly than previous ones"
9/5/2002,The One-Piece Flat PC,"Jack Sanders letter on August 29 article on new iMac one-piece, flat-panel computer praises laptops"
9/22/2002,Istanbul Greets Bloomberg With Apples and Sympathy,"New York City Mayor Michael Bloomberg is warmly received in Istanbul, Turkey; enthusiastic greetings and expressions of sympathy for 9/11 are ubiquitous; photo (M)"
9/11/2002,Company supports Apple : Philips sets up a 'Rendezvous',"Steven Jobs, chief executive of Apple Computer Inc., said Tuesday that the largest consumer European electronics maker agreed to support Apple's Rendezvous networking technology..In a speech here opening the annual Apple Expo, Jobs said Philips Electro"
9/8/2002,Private Sector; Weeding Out the Bad Apples (Before They Get to Harvard),"Prof James L Heskett of Harvard Business School says that in view of recent corporate scandals, business schools should adopt same tough screening procedures used by best-run companies to choose applicants whose ethics and integrity appear to be beyond question; photo (M)"
10/17/2002,Uncertainty in PC Industry Keeps Apple Earnings Flat,"Apple Computer reports essentially flat revenue for its fourth quarter of 2002; reports net loss of $45 million but earnings were $7 million, excluding nonrecurring charges; net earnings were $65 million for year on revenues of $5.74 billion; co-founder-chief executive Steven P Jobs comments (M)"
10/9/2002,Hudson Valley Apple Farms Wrestle With Slim Pickings,"Apple growers in Hudson Valley have one of worst harvests ever; a few springtime days brought area's apple trees into bloom, but were followed by six nights of killing frost; photos (M)"
10/2/2002,"When the Frost Is on the Apple, And the Ice Wine Is From Quebec",Sweet ice wine is made from apples in Quebec; photo (S)
10/30/2002,Apples as Crisp as the Autumn Air at Rockefeller Center,Greenmarket brightens Rockefeller Plaza on Fridays and Saturdays; photo (S)
10/2/2002,Tasting Report: A Little Fizz to Go With the Apple Aromas,Tasting panel report on pinot gris (M)
10/30/2002,Muslim-as-Apple-Pie Videos Are Greeted With Skepticism,"Four videos about American Muslims are part of major campaign to sell United States to skeptical--in places, hostile--Muslim world; campaign is work of Under Secretary of State Charlotte Beers, former Madison Avenue advertising executive; videos tell stories of American Muslim doctors, lawyers, teachers, bakers, medics and firemen; theory underpinning videos, and newspaper ads and radio spots that will accompany them, is that US is misunderstood place; message implies that America recognizes Islam as important religion and one of fastest-growing in America; another feature of campaign is Radio Sawa, new station that broadcasts in Arab world, playing music in Arabic and English and providing news from American point of view; Muslim academics from Asia and Middle East are being sent to US for study tours; inside State Dept, some diplomats who have lived in Islamic countries criticize scripts of videos for being patronizing and too simplistic; photos (M)"
10/6/2002,QUICK BITE/Gillette; Apples and Cider Without the Haunted House,"Marge Perry article on Hillview Farms farmstand in Gillette, NJ; photo (Quick Bite column) (M)"
10/16/2002,"Bless Butter, Cream And Simple French Fare","Nigella Lawson comment on French food finds that while France is undergoing culinary crisis, real French food is everything home cooking should be; recipes for apple tart and coq au vin; photos (M)"
10/11/2002,BOLDFACE NAMES,"Boldface Names column; Andy Rooney, who said on television last week that he does not like seeing female reporters on sidelines of football games, says his mistake was to speak his mind; Emilie Bousquet, chef at Cafe des Artistes, creates apple dessert honoring conductor Lorin Maazel; screening of Comedy Central film Porn 'n Chicken noted; photos (S)"
10/20/2002,A Lot of Signing and Smiling in the Rain,Scene described as Mill Neck Manor School for the Deaf holds its 41st annual Fall Harvest Festival fund-raiser; photo (M)
11/25/2002,Compressed Data; Apple's Quirky Ads Evoke Parodies of Themselves,"Apple Computer's quirky ad campaign featuring Macintosh users talking about why they switched from Microsoft Windows systems prompts many imitations and parodies; one imitation, containing stories by disgruntled Mac users who switched to Windows, is exposed as fake written by Microsoft marketing employees; disclosure spurs Microsoft to remove campaign from its site; photo (M)"
11/13/2002,"Get Lost, Apple Pie",Mark Bittman The Minimalist column offers recipe for apple crisp as easy alternative to apple pie (M)
11/7/2002,Technology Briefing | Hardware: Apple Cuts Price Of Ibook Laptops,Apple Computer lowers price of iBook laptop models by as much as 17 percent and adds faster processors in anticipation of weak holiday shopping; graph (S)
11/24/2002,Books in Brief: Fiction,Taylor Antrim reviews book White Apples by Jonathan Carroll (S)
11/18/2002,"Businesses, Big and Small, Bet on Wireless Internet Access","Big companies like IBM, Intel, Apple Computer and AT&T are showing new interest in wireless Internet, which is now widely regarded as next big thing; Wi-Fi wireless data technology has potential to eventually let anyone with computer or computing device connect to Internet at high speeds, without cables; its proponents say that by making Internet easier to connect to, Wi-Fi will let loose fresh burst of entrepreneurial and technical creativity; expect resistance from radio and television stations and other traditional owners of airwaves; photo (M)"
11/14/2002,A Heavy Lifter for the Move From Windows to Mac,Move2Mac kit from Detto Technologies simplifies file transfer from Windows to Macintosh computer operating systems; photo (S)
11/8/2002,Getting Giddy Under the Little Big Top,Lawrence Van Gelder reviews Big Apple Circus at Lincoln Center; photo (S)
11/27/2002,Hold Those Grannies,Jane Feld letter on Mark Bittman's Nov 13 article on making apple pie
11/20/2002,In Defense of Pie,Margaret Kim Peterson letter on Mark Bittman's article on apple pie (Nov 13)
11/21/2002,Upgrade a Mac Instead,Andy Rogers letter explains why upgrading Mac is easier than upgrading PC (Nov 14 article)
12/4/2002,An Arkansas-Born Apple With a California Address,"Comment on Arkansas blacks, among most exotic of heirloom apple varieties; originally from Arkansas, they are now grown in California; photo (S)"
12/8/2002,Teaching the Circus How to Move With Ease,"Profile of choreographer and former dancer Lisa LeAnn Dalton, who teaches members of Big Apple Circus to act, dance and move gracefully; photo (M)"
12/5/2002,"Homemade, but It Looks Like Hollywood","Video-editing programs help novice turn digital video into slick, professional-looking production on DVD or video CD; programs by Apple and Adobe are pricey, but for amateurs, there is software that runs less than $100 that perform admirably; some products described; photos (M)"
12/15/2002,Bordeaux,"Richard H Howarth letter on R W Apple Jr's November 24 article recalls his own trip to Bordeaux, France"
12/10/2002,Apple Crumb Tart,"There's nothing more American than apple pie, but here we've put a slight twist on the classic."
12/9/2002,Apple hits the right notes in design and sound quality : Tune in iPod,"This is the time of year when people think about giving (and receiving) gifts, and it's customary for technology writers to provide helpful lists of gadgets that would make good stocking-stuffers. I could suggest a few, but for me, there is one electronic"
12/25/2002,"Gingerbread, Pleasingly Plain or Dressed Up","GINGERBREAD isn't the prettiest sister home for the holidays. She is plain and pensive, preferring family and close friends to fancy parties.    But throw a shimmering sash around her, a well-chosen jewel or two, and everyone runs to her side. Gingerbread is out on the dance floor while her sisters are still getting dressed.   "
12/1/2002,A Very French Affair,Shaken and Stirred column on Calvados sour cocktail concocted by Savoy chef and owner Peter Hoffman; recipe; photo (M)
12/10/2002,Cranberry-Mincemeat Pie,"This pie is bursting with fruit and spice flavors, and is ideal for a cold winter's night."
12/10/2002,Pies and Tarts -- Recipes,Flaky Dough for Pie or Tart
1/16/2003,Apple Posts Loss on Weaker-Than-Expected Revenue,"Apple Computer posts loss of $8 million in its fiscal first quarter ended December compared to profit of $38 million year earlier; quarterly revenue was $1.47 billion; Apple stores are generating healthy sales, at $148 million in December quarter, up from $102 million previous three months; loss on its stores declined to $1 million in quarter from $3 million; chief executive Steven P Jobs comments; photo (M)"
1/8/2003,"Apple Branches Out, Offering 2 Software Programs","Apple Computer is offering free Web browser called Safari tailored for Macintosh and $99 computer program for making elaborate business presentations; Microsoft's Internet Explorer dominates Web browser market, even on Macintosh, and its PowerPoint software holds virtually all presentation software market; neither of those positions is likely to be jeopardized; chairman-co-founder Steven P Jobs introduces two new portable computers; photos (M)"
1/6/2003,Apple May Plan Computer Chameleon to Reflect Owners' Whims,Apple Computer patent application suggests that company is considering manufacture of computer whose shells change colors at owner's whim; drawing (M)
1/30/2003,Movies or Music Files? A Jukebox Does Double Duty,Archos Multimedia Jukebox 20 can play MP3 tunes and video clips in MPEG-4 format; works with most Windows and Macintosh systems; photo (M)
1/9/2003,A Microsoft Watch Will Provide Much More Than Time,"Microsoft chairman Bill Gates introduces designs for new class of watch that gives more than time and pocket audio and video player at International Consumer Electronics Show, Las Vegas; media player, called Media2Go, resembles Apple iPod, in that it has 20-gigabyte hard drive that can hold hundreds of songs; also has color screen for watching videos and looking at photographs; Samsung, iRiver, Sanyo and ViewSonic have agreed to make versions of device, which is expected to sell for less than $500; will not be able to hold movies from DVD's, but will store and play home movies and video downloaded from Internet; watch will be initially made by Fossil, Citizen and Suunto; simplest version will cost less than $150; will require subscription to data service, which Microsoft executives say might have fee of $5 to $12 per month or might be included in price of some watches; photo (M)"
1/7/2003,"Bring On the Clowns: Goofy Today, in Stores Tomorrow",Guy Trebay article examines what well-dressed clowns and other performers in Big Apple Circus are wearing; photos (M)
1/26/2003,Bordeaux Traffic,"Pat and Dick Parran letter on R W Apple Jr's November 24 travel article on Bordeaux, France, recalls traffic problems caused by mass transit system construction; Deputy Mayor Michel Duchene responds"
1/2/2003,Embracing New Languages,Benjamin Rifkin letter on Dec 19 article contends Macintosh is more language-friendly than Windows PC platform
1/9/2003,"Apple Thinks Big, And Small","THE number 128 is important in personal computing. Because it's a tidy power of two, it often defines quantities of things like megabytes, megahertz and megawatts. But for Apple at the annual Macworld Expo trade show, 128 was a more important number. It was the number of times the audience interrupted Steve Jobs's keynote speech with applause.      Part of that reaction, to be sure, had to do with Mr. Jobs's legendary onstage charisma. Part of it, however, was also that his company had a lot of products to unveil.  "
1/10/2003,When An Apple Loves A Worm,"Ben Brantley reviews Roundabout Theater's production of Tartuffe, directed by Joe Dowling; Brian Bedford and Henry Goodman star; photos (M)"
2/17/2003,Microsoft Loosens Apple's Hold on Schools,"Apple Computer, formerly undisputed leader in sales of personal computers to schools, has steadily lost ground over years to lower-priced PC's that run Microsoft Windows software; Apple faces another threat in education market: proposed class-action legal settlement by Microsoft could result in donation of hundreds of millions of dollars of Microsoft software to needy schools throughout Calif; Apple's position is that deal to resolve Calif consumers' lawsuit would let Microsoft off easily by giving some of money back to company, and would turn what should have been punishment for anticompetitive behavior into means for Microsoft to build bigger share of state's school software market; Microsoft, which is determined to secure deal and avoid another prolonged legal battle, is negotiating to try to make arrangement more palatable to Apple; research analyst says despite snags in this case, tying legal settlements to donations of products and services is becomingincreasingly common in computer industry; photo; graphs (M)"
2/20/2003,Technology Briefing | Software: Microsoft To Buy Some Assets Of Connectix,"Microsoft Corp will purchase some of assets of Connectix Corp, small maker of so-called virtual machine software; deal includes company's flagship product, Virtual PC, which permits Macintosh users to run applications written for Microsoft Windows and Intel-based personal computers; financial terms undisclosed (S)"
2/1/2003,An International School Lunch Tour,Ellen Ruppel Shell Op-Ed article offers photos and brief appraisals of lunches served in schools around world in light of controversy over United States school lunches
2/13/2003,A Laptop Alights at Home On a Minimalist Perch,Griffin Technology introduces stand that can be used to raise laptop to ergonimically correct height and is aesthetically pleasing; photo (M)
2/27/2003,Turning the Desktop Into a Meeting Place,"Robb Beal creates computer interface that unites broad range of Intenet information and services; system is called Spring; it facilitates communication between people and human-computer interaction by focusing user on representative icons of people, places and things that can be connected; photo (M)"
2/17/2003,BUSINESS DIGEST," New Chief Will Inherit A Different Deloitte Touche  The accounting firm that William G. Parrett is expected to take over in June will be far different from the one his predecessor inherited four years ago. Deloitte Touche Tohmatsu has selected Mr. Parrett to become chief executive, succeeding James E. Copeland Jr.     Mr. Parrett will oversee a firm that will have shed its consulting business and that will continue to face an array of critics challenging its independence, its practices and some of its products. [Page C2.]"
2/9/2003,Charmer Makes a Move to Locust Valley,"Joanne Starkey reviews Friend of a Farmer restaurant in Locust Valley, NY; photo (M)"
2/27/2003,"Paid Notice: Deaths  INGALLS, ROSCOE C. JR.","INGALLS-Roscoe C. Jr. (Rocky), 1920 - 2003, died peacefully in Antigua, WI, on February 14, 2003. He was a resident of Bronxville, NY. As a graduate of Bowdoin College ('43, BS), Brunswick, ME, he subsequently attended the Naval Academy at Annapolis, MD, and was on active duty in the U.S. Navy Reserve from 1943 to 1946. As a lieutenant (gunnery officer) on the USS Lough DE586 he did duty in the Mediterranean and Pacific theatres during World War II. He was honorably discharged in 1955. He married Marjorie G. Davis in 1947. Children, Levana (Lynn Knight), Roscoe Cunningham III, Andrew Riegel. In 1946, he joined the firm of Ingalls & Snyder (I&S), New York City, and became a partner in 1949. Later as senior partner he led I&S through the difficulties of the 1970's, until his retirement at age 79 on the 75th anniversary of I&S. He was elected overseer at Bowdoin College in 1968 and became a trustee in 1973 and remained on the board till 1989. He was a member of the Securities Industries Association and the Chamber of Commerce; chairman of the NYSE Specialty Firms Advisory Committee (1986-1989). From 1966-1986 he was a board member of The Eastern Savings Bank which merged into The Apple Bank For Savings, where he continued to serve as a director until 1990. He held other board memberships at Apple Bancorp Inc. (1988-1990); Rexham Corporation (1971-1987) prior to which he was a director of Riegel Paper (1969) of which certain parts were converted into Rexham Corporation; Barclays Bank of New York (1974-1984); National Recreation and Park Association (1950-1977); Vice President of the National Recreation Foundation (1950-?). In 1983 he married Paula M.S. Verbeek. In Bronxville, he served on various committees at the Reformed Church. He was on the board of governors of Lawrence Hospital (19591966). He was the leading fund raiser to expand Lawrence Hospital with what is now known as the East Wing. Member of the Zoning Board of Appeals (1970-1974). Mr. Ingalls was a people's man and loved children. He was attracted to and by people spanning four generations: from his father's friends to his grandchildren and their friends. He is survived by his wife, Paula M.S. Ingalls, Bronxville, NY; sister, Shirley Ingalls Thackara, Carmel, CA; two sons, Andrew R. Ingalls, Dummerston, VT; Roscoe C. Ingalls III, Malvern, PA; daughter, Levana Fraval, Seattle, WA, and four grandchildren."
2/16/2003,Hearty Fare in a Winter Mode,"M H Reed reviews Strega restaurant in Pleasantville, NY; photos (M)"
2/12/2003,Good Ship Oceana Adjusts the Compass,"William Grimes reviews Oceana, seafood restaurant on East 54th Street; photo (M)"
3/21/2003,APPLE CHIEF TO SWAP OUT OF 22.5 MILLION STOCK OPTIONS,Apple Computer chief executive Steven P Jobs will give up 22.5 million stock options after company's board approves plan to retire options made worthless by drop in stock's price; Jobs will exchange 27.5 million options for 5 million new ones that will allow him to buy shares in three years (S)
3/20/2003,Technology Briefing | Hardware: Gore Elected To Apple Computer Board,Technology Briefing: Gore E
3/20/2003,Technology Briefing: Hardware,APPLIED BIOSYSTEMS SHARES DROP ON LOWERED FORECAST; GORE ELECTED TO APPLE COMPUTER BOARD; STUDY FOCUSES ON DECLINE OF HIGH-TECH JOBS;.
3/20/2003,A Vintage Palmtop Holds Users in Thrall,"Apple stopped making Newton, which is larger than personal digital assistant and smaller than tablet computer, about five years ago, but devoted users cling to system and find ways of adapting it to more advanced technology; photo (M)"
3/26/2003,Corrections,Correction of March 21 report on revised compensation for Steve Jobs of Apple Computer; shares noted
3/9/2003,Paris Architecture,Melinda Bergman Burgener letter on R W Apple Jr's February 16 article notes her favorite and least favorite architecture in Paris
3/9/2003,Paris Architecture,Robert M Tieger letter on R W Apple Jr's February 16 travel article describes interesting architecture outside Paris
3/19/2003,Nigella Lawson's Red Cabbage,
3/20/2003,Tips for Crossing Platforms,"Whether it's Mac OS X, Windows XP, or Billy Bob's System-Software Special, every operating system has pretty much the same job description. It must somehow represent your files and programs so that you can organize them; permit adjustments to things like your speaker and mouse; interact with external gear like printers, cameras, and scanners; and so on."
3/30/2003,A Not Quite Shy Pair,Howard Goldberg reviews 2000 chardonnay and merlot from Sherwood House Vineyards; photo (Long Island Vines column) (M)
4/29/2003,Apple Offers Music Downloads With Unique Pricing,"Apple Computer unveil its online music store in move that company and record industry hope will be beginning of lucrative and legal partnership for downloading popular music; will offer individual songs and full albums for downloading from Warner, BMG, EMI, Sony Music and Universal that together represent most of industry's top artists; initially service plans to make 200,000 songs available for 99 cents each, or, in most cases, $9.99 for album; new songs will be added on regular basis; Apple's chief executive Steve Jobs comments; photo (M)"
4/28/2003,Apple Is Said To Be Entering E-Music Fray With Pay Service,Industry analysts say Apple Computer plans to thrust itself into contentious and technologically challenging online music service business; say Apple will charge 99 cents for users to download individual songs drawn from catalogs of big record labels; table of fee-based online music providers (M)
4/12/2003,"Apple Said to Discuss a Music Deal, but Not Too Seriously","Apple Computer, which plans to introduce new online music store, reportedly discusses possible investment in Vivendi Universal's Universal Music unit; deal is seen as unlikely (M)"
4/4/2003,"Export Apple Of China's Eye Is, Er, Apples","China's apple growers are content with growing apples for export despite depressed market; even deeply depressed market is preferable to what farmers suffered through for decades, when they could not expect to make even $1 per day selling crops to local markets; after China opened its agriculture to broader export market in 1980's, Chinese farmers started growing apples; China produces 1.5 billion bushels of apples per year--about half world's supply, and nearly seven times American production of about 215 million bushels per year; China is working to improve productivity of its relatively low-yielding orchards (M)"
4/13/2003,"More Bagels Roll In, With Trimmings","Big Apple Bagel Co opens in Mount Kisco, NY; Bagel Emporium opens in Chappaqua; Mango Cafe is set to open in Mount Kisco (M)"
4/30/2003,Hypocrisy & Apple Pie,"Maureen Dowd Op-Ed column says that if Bush administration wants free elections in Iraq, it will have to learn some imperial swagger and quit pretending US presence there will be short; notes comment by Niall Ferguson, British scholar, that establishing elections cannot take place until civil society is established and economy is revived and that Iraq will 'blow up' if left to its own devices"
4/17/2003,Profits at Apple Computer Are Down 65% in Quarter,"Apple Computer says profits dropped 65 percent in fiscal second quarter ended March 29; net profit was $14 million, down from $40 million year earlier; revenue was $1.48 billion, down 1 percent from last year, when revenue was $1.5 billion; chief financial officer Fred Anderson says company sold 711,000 Macintosh computers in second quarter, with 42 percent of them being higher-margin laptop computers; chief executive Steven P Jobs issues statement denying that Apple made offer for Vivendi Universal's music group; Vivendi board member Claude Bebear issues statement denying that he said he expects Apple to offer about $6 billion for company (M)"
4/9/2003,"Recipe: Matzo Brei With Caramelized Apples, Honey Vanilla Sauce and Mascarpone","MATZO BREI WITH CARAMELIZED APPLES, HONEY VANILLA SAUCE AND MASCARPONE."
4/24/2003,Inuyama Journal; A Campaign as Japanese as Baseball and Apple Pie,"Anthony Bianchi, former Brooklynite, is running for city council seat in Inuyama; if elected, he will be first native of United States to hold elective office in Japan; map; photo (Inuyama Journal) (M)"
4/9/2003,"Nostalgia, the Secret Ingredient of Matzo Brei","Melissa Clark comments on making matzo brei, egg-and-matzo-based Passover dish; photos; recipes (M)"
5/21/2003,Technology Briefing | Hardware: Apple To Open 20 Retail Stores,"Apple Computer will increase number of its retail stores 35 percent over next year by opening 19 more in US and one in Tokyo, its first overseas (S)"
5/12/2003,Compressed Data; Apple Tweaks Microsoft Over a New Computer,Computer industry veterans say futuristic new office computer planned by Microsoft and Hewlett-Packard Co leans too heavily on industrial design ideas introduced by Apple; Apple executives note new graphics software Microsoft plans for 2005 version of its Windows operating system apes features that have been in Apple operating system since 2001; photo (M)
5/19/2003,Music Songs à la Carte,Apple Computer says that its Internet download service Music Store has sold over two million songs at 99 cents apiece since its April 28 debut; photo; tables of music sales (S)
5/1/2003,"Online Piper, Payable By the Tune","David Pogue column assesses iTunes Music Store, Apple Computer's new downloadable-music service, which lets users buy any of its 200,000 songs for $1 each, albums for $10; drawing (M)"
5/8/2003,A Hit Single for $1,Letrer from Dan Joseph on May 1 State of the Art column on Apple's new on-line music service
5/7/2003,To Complete a Ramp,"to complete a ramp**Harriette R Behringer letter on R W Apple Jr's article on ramps, and ramp feed in West Virginia"
5/29/2003,Apple Finds a Route For Online Music Sales,"Apple Computer seems to have the future of online music in its hands for the moment. Its new service, iTunes Music Store, has been the first real success story in the long effort to sell music over the Internet. In just its first month of operation the service, by the company's estimate, has sold three million songs online, at 99 cents each. This is an impressive figure considering the limited access that music fans now have to the service. Less than 1 percent of the country's home computers are Macintoshes that are compatible with the iTunes Music Store, and only a fraction of those have a broadband connection to the Internet.    But it would not be an online success story without a complicating twist. That complication came this week when the specter of the music industry, which has been publicly supportive of iTunes, began to loom over Apple. The success of iTunes, after all, depends on cooperation from the music business, which controls the songs that iTunes wants in its collection. Apparently trying to stay in the record industry's good graces, iTunes removed a service it had previously offered customers. Called Rendezvous, the service enabled listeners and their friends to access one another's music and listen to it -- but not download it -- from any computers. Hackers, however, had figured out how to download the music as well, creating programs with names like iLeach and iSlurp. So on Tuesday Apple sent out an update for its iTunes software, disabling Rendezvous and limiting music access to a user's local network at home or at work.  "
5/18/2003,Some Koreans Give Their Teachers the Whole Apple Tree ...,"Article on tradition among Korean parents living in New York of giving expensive gifts to their children's teachers; gift giving is increasingly discouraged within Korean community for fear of embarrassing other parents and teachers; Department of Education regulations prohibit officers and employees from accepting gifts worth more than $20 from individual children, parents or guardians; drawing (M)"
5/21/2003,Technology Briefing: Hardware,APPLE TO OPEN 20 RETAIL STORES; GARTNER LOWERS 2003 CHIP FORECAST;.
5/4/2003,QUOTATION OF THE DAY,"''The Americans will bring us bananas. Bananas and oranges and apples.''    RANDA MUAYED, 10, returning to school in Baghdad for the first time since the war. [27]"
6/24/2003,Apple Announces Chip Deal and Other Moves to Lift PC's,"Apple Computer chief executive Steven Jobs unveils new alliance with IBM that will install powerful IBM-designed 64-bit microprocessor chip on Apple computers; analysts say introduction of new G5 chip is crucial to keeping Apple competitive with Intel Pentium-based personal computers and to jump-start sales of Apple's Macintosh personal computers, which have been relatively flat last two years; Jobs notes processor is also foundation for company's software developments that will be based on new version of its OS X operating system--called Panther--that Apple plans to begin selling for $129 before end of year; chart; photo (M)"
6/26/2003,Online Chat With Faces Attached,"David Pogue State of the Art column describes how video and audio have changed popular chat programs now available in beta form from Microsoft and Apple; true to tradition, Microsoft focuses on expanded features, while Apple leans toward elegance and simplicity; hardware requirements noted; drawing; photo (M)"
6/22/2003,The Big Sing,"Article surveys choruses across Westchester County, NY, whose members number close to 1,000; groups range from Musaic, official chorus of White Plains Coalition for Cultural and Racial Harmony, which sings songs in several languages about peace, freedom and racial harmony, to Golden Apple, a cappella ensemble that is chapter of Sweet Adelines International; photos (L)"
6/15/2003,Adventures in Downloading Haydn,"Anne Midgette article discusses difficulties and confusion arising from attempts to list classical music recordings for sale on Internet; praises Apple for iTunes system, which, while not perfect, is far better than list she and staff tried to create for Musicmaker site; photo, drawing (M)"
6/12/2003,An Ergonomic Keyboard Has Typists Floating on Air,"TouchStream MacNTouch keyboard from FingerWorks, to be used with Apple laptops, arranges keys in what company says is more ergonomic layout; photo (M)"
6/8/2003,"In Fight Over Online Music, Industry Now Offers a Carrot","Record industry executives who have focused on legal fight against file-sharing on Napster and KaZaA are starting to address music fans directly, using both incentives and threats to persuade consumers to buy their products again; Doug Morris of Universal says technology has destabilized industry but may also offer new ways for legally listening to and buying music online; photo; graph; Paul Vidich of Warner Music explains agreement with Apple Computer on file sharing by people under one roof, with radius of about 150 feet (M)"
6/7/2003,Editorial Observer; Downloading Music Over the Internet Without Feeling Like a Criminal,"Verlyn Klinkenborg Editorial Observer column says recording industry has been alienating young music lovers with its all-out war against music file-swapping, when it should be developing means by which they can purchase and download music over Internet; says new Apple music service, iTunes Music Store, should point way, especially when similar services spread to Windows platform"
6/5/2003,Father of the iMac Wins Designer of the Year Prize,"Design Museum of London names Jonathan Ive, British-born father of Apple's iMac computer, designer of year; photos (S)"
6/3/2003,A Peck of Pucker,Q & A column explains how chemicals in apples may make your mouth pucker; cartoon (S)
6/14/2003,Corrections,Correction of May 29 article about update of Apple Computer's online music store
7/19/2003,South Koreans Put Stamp On the Big Apple Classic,Mi Hyun Kim takes first-round lead at Sybase Big Apple Classic (S)
7/17/2003,"Apple Posts Decline in Profit, but Its Sales Rise","Apple Computer posts sharp decline in profit in its third quarter, but says sales rose as it expanded its reach into laptops and music players; net income fell 41 percent, to $19 million, down from $32 million year earlier; revenue rose 8 percent, to $1.55 billion, highest in 11 quarters; Apple shipped 770,000 Macintoshes in quarter, decline from comparable quarter last year but increase over 711,000 units company sold in second quarter; chief financial officer Fred Anderson and chief executive Steven P Jobs comment (M)"
7/18/2003,Consistency Pays Off as Kim Leads Big Apple Classic,Mi Hyun Kim takes first-round lead at Big Apple Classic; photo (M)
7/28/2003,Out of the U.S. And Out of Luck To Download Music Legally,"Issues are arising about how online music-selling services deal with customers abroad; Shawn Yeager comments on problems he had gaining access to song he downloaded from Apple's iTunes service before he moved to Canada from United States, interview; holds Apple's automated e-mail implied problems stemmed from international licensensing rights; Apple blames systems error, not Apple policies; says consumers must have credit card with United States billing address to use service (M)"
7/20/2003,Late Surge Lets Mallon Tie for Lead,Meg Mallon and Hee Won Han share third-round lead at Big Apple Classic (M)
7/2/2003,Op-Art,Sam Apple Op-Art photo and tables on Statue of Liberty
7/6/2003,Corrections,"Correction of June 22 list with article about Westchester choral groups, which gave wrong phone number for Golden Apple Chorus (S)"
7/20/2003,Han Captures Big Apple Classic,"Hee Won Han shoot an even-par 71 to win the Big Apple Classic by two strokes over Meg Mallon at Wykagyl Country Club in New Rochelle, N.Y."
